model,sample_rows,train_rows,valid_rows,valid_fraction,gap_rows,metric_for_early_stop,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,max_depth,min_gain_to_split,best_iteration,generated_at,pearson,rmse,mae
synthesized_lgbm,525886,420709,105177,0.2,0,pearson,0.01,31,500,0.7,0.9,0.0,50.0,-1,0.0,268,2026-07-04T00:35:07,0.0917708602687117,1.0525013805527828,0.7109302310545363
