w_lgbm,w_catboost,w_xgboost,weight_sum,overall_pearson,overall_rmse,overall_mae,extreme_pearson,extreme_rmse,extreme_mae
0.7,0.25,0.05,1.0,0.1044231743442302,1.0379052688263555,0.6972060471323746,0.27713907268117616,3.3703991041485115,3.151048114557284
0.55,0.0,0.45,1.0,0.10409267603404267,1.037993984823186,0.6973319293888307,0.2787279793880083,3.370414654391823,3.1507641903222705
0.6,0.1,0.3,1.0,0.10448226577007666,1.0379246654623744,0.6972456016917248,0.278872420336386,3.370461650869833,3.150915097841369
0.65,0.2,0.15,1.0,0.10462773415581465,1.037879647419156,0.6971848978409213,0.2783807039375643,3.370519091599714,3.151066005360468
0.7,0.3,0.0,1.0,0.10448715444539718,1.037858933855804,0.6971475311991738,0.2772045546285598,3.370586976047501,3.1512169128795673
0.55,0.05,0.4,1.0,0.1043762020490116,1.037919916932814,0.6972442784753584,0.2794223761013055,3.370591208982839,3.150932988644553
0.6,0.15,0.25,1.0,0.10470450612648971,1.0378628696502947,0.6971717057502358,0.2793672443662358,3.370643499195821,3.1510838961636516
0.65,0.25,0.1,1.0,0.10476436762419393,1.0378301263392458,0.6971226276571962,0.2786306199039738,3.3707062329248774,3.151234803682751
0.5,0.0,0.5,1.0,0.10414590904067281,1.0379240121313735,0.6972541755551598,0.2796842998847945,3.3707251864250836,3.1509508794477363
0.55,0.1,0.35,1.0,0.10465068917511508,1.0378549359486653,0.6971662588391158,0.2800767392009324,3.3707723264474208,3.151101786966836
0.6,0.2,0.2,1.0,0.10490745680846471,1.0378101627430683,0.697105797378559,0.27979770128614434,3.3708299097545713,3.151252694485934
0.65,0.3,0.05,1.0,0.10486889469961538,1.0377896956600812,0.6970684886946744,0.27878903474025163,3.3708979358113447,3.1514036020050336
0.5,0.05,0.45,1.0,0.10446491114375485,1.0378558465170886,0.697171326640836,0.2804884585669639,3.370905572847789,3.15111967777002
0.55,0.15,0.3,1.0,0.10491263308094174,1.0377990435776492,0.6970974095108062,0.2806811747330404,3.370958006050094,3.1512705852891183
0.6,0.25,0.15,1.0,0.10508607298211822,1.037766546125538,0.6970482695895893,0.28015123033179046,3.3710208817892378,3.151421492808217
0.45,0.0,0.55,1.0,0.10414728354754033,1.0378656013322856,0.6971870373071234,0.2805834338235103,3.3710432378729016,3.1511375685732026
0.5,0.1,0.4,1.0,0.1047776801796263,1.0377967691272714,0.6970976912342154,0.28125750677849504,3.371090521307646,3.151288476092302
0.65,0.35,0.0,1.0,0.1049345111490601,1.0377583564441382,0.6970224022280388,0.27884078637188187,3.3710941994809143,3.151572400327316
0.55,0.2,0.25,1.0,0.10515779209640201,1.0377522412882778,0.697036405817784,0.28122415722636823,3.3711482470370258,3.151439383611401
0.6,0.3,0.1,0.9999999999999999,0.10523435074509692,1.0377320209439185,0.6969981272640071,0.2804134122330131,3.371216414524626,3.1515902911305
0.45,0.05,0.5,1.0,0.10450204097398563,1.0378033394500874,0.697109143583714,0.2815048681033198,3.3712274550061294,3.1513063668954864
