model,alpha,sample_rows,train_rows,valid_rows,valid_fraction,gap_rows,max_iter,tol,n_iter,nonzero_coef_count,pearson,rmse,mae,is_best,selected_alpha,tried_alphas,generated_at
lasso,1e-05,5000,4000,1000,0.2,0,1000,0.0001,1000,783,0.1584432175594569,7.892406566770671,6.312977038090452,True,1e-05,"1e-05,0.0001",2026-07-02T20:43:06
