experiment,feature_group,model,sample_rows,n_splits,gap_rows,feature_count,fold_count,pearson_mean,pearson_std,rmse_mean,rmse_std,mae_mean,mae_std
feature_group_ablation,anonymous_x,ridge,525886,5,0,780,5,0.07449116869155471,0.038546111698245344,1.8299520594261622,1.070259272849367,1.3197443515133516,0.7806673991039266
feature_group_ablation,anonymous_plus_public,ridge,525886,5,0,785,5,0.07365753357969326,0.038955870806036415,1.8235365826021646,1.065664158632366,1.3142202889505086,0.7768885909274224
feature_group_ablation,full,ridge,525886,5,0,792,5,0.06298621884544937,0.05409122012612713,63.81074413739303,138.2710566923498,2.2270902955403042,1.9071492015356521
feature_group_ablation,public_plus_derived,ridge,525886,5,0,12,5,0.010517223055111994,0.015326959472381774,24.70202359936897,52.98649696186571,0.9925277882853933,0.7737563694059708
feature_group_ablation,derived_market,ridge,525886,5,0,7,5,0.008795090547849715,0.01573840478150197,23.735217210033422,50.82458987847269,0.978254289363465,0.7419616255277665
feature_group_ablation,public_market,ridge,525886,5,0,5,5,0.004253001514597271,0.029988428152672286,1.0068138396015982,0.03517008055115494,0.6406229641706267,0.05109944641314602
