model,sample_rows,train_rows,valid_rows,valid_fraction,gap_rows,alpha,solver,generated_at,pearson,rmse,mae
ridge,525886,420709,105177,0.2,0,1.0,lsqr,2026-07-03T22:38:17,0.09139231364387632,1.2273329589743394,0.8679731079059535
