experiment,feature_group,model,sample_rows,n_splits,gap_rows,feature_count,fold_count,pearson_mean,pearson_std,rmse_mean,rmse_std,mae_mean,mae_std
full_cv,full,lightgbm,525886,5,0,792,5,0.08100355821760911,0.04185382193068917,1.032671606287602,0.03842334716596336,0.6664373899543591,0.0654170757879726
full_cv,full,ridge,525886,5,0,792,5,0.06298621884544937,0.05409122012612713,63.81074413739303,138.2710566923498,2.2270902955403042,1.9071492015356521
